Id,Date,Hour,Minute,Long,Lat,NoZero_x,Havg_m,Tz_sec,Hmax_m,Hsig_m,Tsig_sec,H10_m,T10_sec,Tavg_sec,Tp_sec,TP5_sec,HMO_m,MeanDir_deg,MeanSpread_deg
265135002,07/11/14,07,19,-8.235403,51.768173,46,0.87,5.8,2.02,1.46,6.8,1.86,7.1,5.8,6.9,7.0,1.5,189.2,30.3
265138547,07/11/14,07,25,-8.235403,51.768173,43,0.99,6.2,2.0,1.51,7.2,1.8,7.2,6.0,7.7,7.9,1.57,183.8,25.6
265142089,07/11/14,07,31,-8.235403,51.768173,45,0.81,5.8,1.89,1.31,7.8,1.59,8.0,6.2,8.0,7.9,1.44,186.0,28.5
265145621,07/11/14,07,37,-8.235403,51.768173,52,0.7,5.1,1.62,1.12,6.8,1.38,7.9,5.6,4.9,5.6,1.25,182.8,32.4
265149145,07/11/14,07,42,-8.235403,51.768173,50,0.72,5.2,1.65,1.09,6.5,1.4,6.4,4.9,5.3,5.2,1.2,194.4,38.7
265152677,07/11/14,07,48,-8.235403,51.768173,43,0.93,6.1,1.74,1.35,6.7,1.6,6.0,5.8,6.9,6.9,1.41,182.9,29.2
265156220,07/11/14,07,54,-8.235403,51.768173,44,0.81,5.9,1.66,1.25,7.1,1.53,7.9,5.7,8.7,8.7,1.32,188.2,28.0
265159753,07/11/14,08,00,-8.235403,51.768173,47,0.79,5.5,1.78,1.21,6.7,1.5,7.3,5.5,5.4,6.3,1.34,188.7,34.5
265163286,07/11/14,08,06,-8.235403,51.768173,45,0.82,5.9,1.99,1.37,7.5,1.73,7.2,5.9,9.5,8.8,1.38,182.8,30.0
265166809,07/11/14,08,12,-8.235403,51.768173,47,0.78,5.5,1.81,1.24,6.5,1.56,7.5,5.6,9.1,8.5,1.31,183.1,30.9
265170332,07/11/14,08,18,-8.235403,51.768173,45,0.87,5.7,2.03,1.34,7.1,1.64,6.7,5.5,7.4,7.6,1.45,188.3,30.7
265173846,07/11/14,08,24,-8.235403,51.768173,42,1.01,6.3,2.07,1.5,6.8,1.8,7.5,6.0,7.4,7.3,1.6,182.5,22.6
265177390,07/11/14,08,29,-8.235403,51.768173,43,0.84,6.1,1.73,1.27,7.3,1.55,7.5,5.9,7.4,7.4,1.33,184.8,24.6
265180903,07/11/14,08,35,-8.235403,51.768173,47,0.76,5.6,1.95,1.16,7.3,1.5,7.9,5.5,9.1,8.9,1.29,187.8,30.2
265184438,07/11/14,08,41,-8.235403,51.768173,48,0.73,5.4,1.54,1.14,6.6,1.37,6.9,5.5,8.3,6.8,1.23,190.7,31.9
265187954,07/11/14,08,47,-8.235403,51.768173,44,0.82,6.0,1.52,1.23,7.0,1.45,7.4,5.8,6.1,6.2,1.31,192.1,29.9
265191478,07/11/14,08,53,-8.235403,51.768173,41,0.89,6.4,1.78,1.25,6.9,1.53,6.0,5.7,6.5,7.5,1.39,190.4,29.7
265195011,07/11/14,08,59,-8.235403,51.768173,41,0.84,6.3,1.68,1.29,7.9,1.58,7.8,6.3,7.7,7.8,1.35,190.7,25.2
265198544,07/11/14,09,05,-8.235403,51.768173,45,0.89,5.7,1.68,1.35,7.0,1.58,6.5,5.8,8.3,7.4,1.42,197.9,29.4
265202078,07/11/14,09,10,-8.235403,51.768173,37,1.0,7.0,1.89,1.44,8.3,1.64,7.1,6.4,10.0,9.6,1.54,192.8,25.8
265205621,07/11/14,09,16,-8.235403,51.768173,47,0.74,5.6,1.78,1.14,7.2,1.49,7.4,5.9,5.3,6.4,1.23,188.2,32.6
265209162,07/11/14,09,22,-8.235403,51.768173,43,0.89,6.0,2.04,1.41,6.7,1.75,7.0,5.9,9.5,9.2,1.48,193.0,31.4
265212695,07/11/14,09,28,-8.235403,51.768173,40,0.87,6.5,1.8,1.29,7.7,1.59,7.3,6.0,8.3,7.7,1.38,195.7,31.2
265216238,07/11/14,09,34,-8.235403,51.768173,46,0.68,5.7,2.04,1.03,7.4,1.4,6.6,5.6,6.9,7.3,1.12,197.9,32.3
265219771,07/11/14,09,40,-8.235403,51.768173,44,0.85,5.9,1.73,1.33,7.8,1.62,8.1,6.0,9.5,9.5,1.55,195.7,26.9
265223294,07/11/14,09,46,-8.235403,51.768173,39,1.05,6.4,2.07,1.49,7.1,1.76,7.5,6.0,6.5,6.7,1.66,199.4,26.6
265226828,07/11/14,09,52,-8.235403,51.768173,43,0.9,6.0,1.98,1.35,7.5,1.73,6.6,5.9,11.8,8.6,1.48,193.1,31.3
265230351,07/11/14,09,57,-8.235403,51.768173,45,0.76,5.8,1.79,1.17,7.6,1.35,9.5,5.6,5.4,6.6,1.24,194.5,35.1
265233884,07/11/14,10,03,-8.235403,51.768173,41,0.93,6.4,1.8,1.4,7.4,1.73,8.1,6.1,7.4,7.3,1.51,198.1,31.2
265237417,07/11/14,10,09,-8.235403,51.768173,46,0.74,5.6,1.77,1.23,7.0,1.5,7.0,5.7,10.5,9.8,1.28,196.6,31.1
265240960,07/11/14,10,15,-8.235403,51.768173,40,0.83,6.4,1.88,1.29,8.1,1.59,7.8,6.3,10.5,10.5,1.42,195.9,28.9
265244503,07/11/14,10,21,-8.235403,51.768173,44,0.75,6.0,2.36,1.28,7.5,1.91,8.9,5.8,10.0,8.1,1.4,203.0,35.7
265248047,07/11/14,10,27,-8.235403,51.768173,43,0.74,6.1,1.56,1.11,8.0,1.36,8.6,5.8,11.8,11.3,1.21,196.9,29.2
265251581,07/11/14,10,33,-8.235403,51.768173,45,0.9,5.8,1.72,1.31,7.1,1.54,8.4,5.6,5.9,6.0,1.44,196.8,32.0
265255075,07/11/14,10,39,-8.235403,51.768173,48,0.81,5.4,1.74,1.34,6.8,1.63,6.4,5.6,8.7,8.7,1.41,198.9,31.5
265258598,07/11/14,10,44,-8.235403,51.768173,40,0.87,6.5,1.7,1.33,8.2,1.6,7.9,6.0,7.7,9.4,1.39,202.4,26.5
265262132,07/11/14,10,50,-8.235403,51.768173,43,0.81,5.9,1.64,1.27,7.9,1.51,8.1,5.9,9.1,9.0,1.34,198.8,28.4
265265663,07/11/14,10,56,-8.235403,51.768173,45,0.83,6.0,2.41,1.25,7.0,1.65,6.9,5.6,5.1,6.1,1.37,202.1,33.1
265269167,07/11/14,11,02,-8.235403,51.768173,40,0.84,6.5,1.53,1.29,8.7,1.44,9.1,6.0,10.5,9.0,1.34,199.0,25.6
265272710,07/11/14,11,08,-8.235403,51.768173,44,0.8,6.0,2.25,1.25,6.8,1.7,6.6,6.1,9.5,9.0,1.39,196.1,28.4
265276253,07/11/14,11,14,-8.235403,51.768173,42,0.81,6.3,1.68,1.3,7.5,1.59,7.2,6.2,10.0,10.0,1.38,201.1,25.0
265279776,07/11/14,11,20,-8.235403,51.768173,35,0.91,7.4,2.19,1.32,10.6,1.62,8.5,6.5,10.5,10.8,1.47,206.3,28.0
265283297,07/11/14,11,26,-8.235403,51.768173,48,0.84,5.6,1.77,1.22,6.5,1.46,8.3,5.5,11.1,9.8,1.39,198.4,27.9
265286822,07/11/14,11,31,-8.235403,51.768173,45,0.85,5.8,1.52,1.26,7.1,1.4,7.3,5.6,7.4,7.6,1.39,195.2,30.5
265290355,07/11/14,11,37,-8.235403,51.768173,43,0.88,6.0,1.96,1.44,7.5,1.8,7.4,5.9,9.1,7.3,1.46,198.9,28.5
265293889,07/11/14,11,43,-8.235403,51.768173,45,0.73,5.8,1.58,1.16,7.9,1.43,8.6,5.6,13.3,10.1,1.27,198.6,31.4
265297403,07/11/14,11,49,-8.235403,51.768173,45,0.87,5.8,1.67,1.26,7.6,1.46,8.5,5.8,10.5,7.9,1.46,198.8,33.0
265300946,07/11/14,11,55,-8.235403,51.768173,45,0.91,5.8,2.08,1.42,7.9,1.73,9.0,5.4,10.0,7.6,1.5,202.2,33.2
265304459,07/11/14,12,01,-8.235403,51.768173,43,0.9,5.9,1.86,1.4,7.8,1.68,8.2,5.6,8.7,8.5,1.52,203.7,31.6
265307993,07/11/14,12,07,-8.235403,51.768173,44,0.99,6.1,2.07,1.55,8.0,1.81,8.3,5.8,9.5,9.5,1.59,194.1,23.8
265311536,07/11/14,12,12,-8.235403,51.768173,43,1.01,6.0,1.94,1.41,7.2,1.68,8.0,5.6,11.1,10.7,1.55,203.8,28.1
265315080,07/11/14,12,18,-8.235403,51.768173,49,0.85,5.3,1.97,1.29,6.5,1.61,6.5,5.2,6.7,7.0,1.43,199.1,30.5
265318624,07/11/14,12,24,-8.235403,51.768173,47,0.94,5.5,2.16,1.39,6.7,1.81,7.5,5.4,7.7,6.4,1.54,202.4,32.8
265322148,07/11/14,12,30,-8.235403,51.768173,46,0.79,5.6,1.53,1.24,7.8,1.44,8.4,5.8,10.5,10.2,1.38,199.4,27.8
265325691,07/11/14,12,36,-8.235403,51.768173,40,1.02,6.5,1.79,1.47,7.9,1.69,8.3,5.8,10.5,10.2,1.54,204.2,28.0
265329215,07/11/14,12,42,-8.235403,51.768173,45,0.8,5.7,2.02,1.32,7.7,1.75,9.0,6.1,12.5,12.2,1.46,201.6,27.7
265332748,07/11/14,12,48,-8.235403,51.768173,49,0.95,5.4,2.11,1.44,6.9,1.76,7.1,5.3,7.1,8.2,1.55,198.1,28.8
265336242,07/11/14,12,54,-8.235403,51.768173,45,0.94,5.9,2.21,1.52,7.5,1.88,8.8,5.8,9.5,8.8,1.59,194.8,29.6
265339784,07/11/14,12,59,-8.235403,51.768173,51,0.9,5.2,1.73,1.38,6.4,1.63,7.4,5.3,7.7,7.5,1.49,194.5,28.3
265343327,07/11/14,13,05,-8.235403,51.768173,53,0.89,4.9,2.07,1.46,6.5,1.77,6.6,5.0,6.7,5.9,1.56,201.2,31.8
265346880,07/11/14,13,11,-8.235403,51.768173,44,0.95,5.7,1.81,1.45,8.4,1.75,8.5,5.5,10.0,9.7,1.67,191.2,32.4
265350424,07/11/14,13,17,-8.235403,51.768173,47,0.97,5.6,1.91,1.51,7.1,1.85,7.3,5.4,5.6,7.0,1.56,199.9,29.4
265353946,07/11/14,13,23,-8.235403,51.768173,46,0.99,5.6,1.81,1.43,7.9,1.66,8.3,5.1,9.5,8.5,1.63,200.7,33.1
265357478,07/11/14,13,29,-8.235403,51.768173,48,1.05,5.4,2.02,1.45,6.5,1.71,7.3,5.1,5.4,5.7,1.67,204.6,32.0
265361011,07/11/14,13,35,-8.235403,51.768173,50,0.92,5.2,2.17,1.42,6.8,1.84,7.6,5.1,7.7,8.9,1.54,201.8,28.1
265364525,07/11/14,13,41,-8.235403,51.768173,50,0.91,5.1,1.78,1.41,6.6,1.72,6.5,5.2,10.5,7.5,1.56,201.0,29.1
265368068,07/11/14,13,46,-8.235403,51.768173,49,0.96,5.3,1.94,1.44,7.2,1.76,8.3,5.0,8.7,8.2,1.61,203.3,31.7
265371591,07/11/14,13,52,-8.235403,51.768173,47,1.07,5.7,2.45,1.63,7.3,1.96,7.0,5.3,11.1,9.8,1.78,203.0,25.3
265375125,07/11/14,13,58,-8.235403,51.768173,48,0.98,5.4,1.98,1.49,7.2,1.83,7.5,5.2,8.7,7.7,1.62,203.4,30.0
265378668,07/11/14,14,04,-8.235403,51.768173,52,0.94,4.9,1.86,1.46,6.8,1.68,6.7,5.2,7.7,8.2,1.67,207.8,30.9
265382212,07/11/14,14,10,-8.235403,51.768173,50,0.97,5.2,2.11,1.55,7.6,1.92,7.9,5.2,11.1,10.2,1.72,206.2,23.0
265385736,07/11/14,14,16,-8.235403,51.768173,54,0.95,4.8,2.47,1.51,6.6,2.05,8.5,5.0,11.1,10.8,1.7,209.4,27.5
265389240,07/11/14,14,22,-8.235403,51.768173,48,1.01,5.5,2.49,1.56,7.0,1.95,8.5,5.4,11.1,10.5,1.71,203.5,26.8
265392764,07/11/14,14,28,-8.235403,51.768173,51,0.98,5.2,2.38,1.55,6.6,1.95,7.0,5.1,4.4,6.0,1.67,203.6,33.5
265396308,07/11/14,14,33,-8.235403,51.768173,59,0.89,4.6,2.09,1.36,5.7,1.65,5.8,4.8,5.6,6.1,1.55,204.7,33.9
265399841,07/11/14,14,39,-8.235403,51.768173,48,1.02,5.4,2.4,1.59,6.8,1.98,8.0,4.9,8.0,7.1,1.7,203.1,33.0
265403354,07/11/14,14,45,-8.235403,51.768173,48,0.94,5.5,1.9,1.29,7.0,1.51,7.7,5.1,11.1,9.4,1.56,201.2,31.2
265406898,07/11/14,14,51,-8.235403,51.768173,56,0.9,4.6,1.9,1.43,6.4,1.71,6.6,5.0,5.7,6.7,1.74,208.6,33.0
265410442,07/11/14,14,57,-8.235403,51.768173,54,0.92,4.9,2.3,1.44,6.8,1.89,8.6,5.2,7.1,7.2,1.6,203.4,28.9
265413954,07/11/14,15,03,-8.235403,51.768173,53,0.9,5.0,1.75,1.3,6.1,1.56,7.3,4.7,9.5,9.1,1.48,205.0,33.2
265417497,07/11/14,15,09,-8.235403,51.768173,50,1.0,5.3,1.93,1.52,7.2,1.77,5.5,5.0,6.9,6.8,1.61,204.2,30.4
265421022,07/11/14,15,15,-8.235403,51.768173,48,0.8,5.3,1.44,1.24,7.4,1.4,6.9,4.9,10.5,9.7,1.32,202.7,32.5
265424535,07/11/14,15,20,-8.235403,51.768173,52,0.84,5.0,1.6,1.3,6.9,1.49,8.9,4.9,12.5,10.0,1.38,209.4,32.5
265428067,07/11/14,15,26,-8.235403,51.768173,51,0.95,5.2,2.6,1.39,6.5,1.77,8.6,4.8,9.1,8.1,1.52,203.2,31.7
265431590,07/11/14,15,32,-8.235403,51.768173,51,0.89,5.2,2.02,1.38,8.0,1.71,7.7,5.1,7.7,8.6,1.51,209.4,30.8
265435134,07/11/14,15,38,-8.235403,51.768173,55,0.82,4.9,1.69,1.3,6.6,1.57,7.7,5.1,10.5,9.1,1.41,204.3,30.8
265438658,07/11/14,15,44,-8.235403,51.768173,48,0.93,5.5,2.07,1.46,8.0,1.75,8.4,5.4,11.1,9.6,1.59,201.4,26.2
265442182,07/11/14,15,50,-8.235403,51.768173,53,0.77,5.0,1.81,1.2,7.1,1.57,7.7,5.2,10.5,9.9,1.38,205.0,29.8
265445714,07/11/14,15,56,-8.235403,51.768173,47,0.87,5.5,2.19,1.44,8.7,1.86,10.3,5.4,12.5,11.5,1.54,199.1,26.2
265449257,07/11/14,16,01,-8.235403,51.768173,43,0.96,6.0,1.76,1.33,7.7,1.64,8.3,5.2,7.4,8.0,1.49,201.9,30.1
265452801,07/11/14,16,07,-8.235403,51.768173,48,0.85,5.4,1.63,1.33,6.8,1.54,7.5,5.2,7.4,7.1,1.47,200.5,34.0
265456295,07/11/14,16,13,-8.235403,51.768173,46,0.87,5.7,1.66,1.31,7.3,1.53,7.9,5.3,8.3,8.3,1.44,201.5,33.6
265459829,07/11/14,16,19,-8.235403,51.768173,53,0.79,5.0,1.82,1.22,6.9,1.51,8.4,4.9,6.5,7.7,1.35,200.8,33.1
265463353,07/11/14,16,25,-8.235403,51.768173,45,0.96,5.7,1.76,1.42,7.4,1.69,8.1,5.4,10.0,10.2,1.63,201.8,30.0
265466887,07/11/14,16,31,-8.235403,51.768173,49,0.9,5.4,1.92,1.38,7.4,1.66,7.5,5.5,11.1,9.8,1.5,201.2,28.2
265470400,07/11/14,16,37,-8.235403,51.768173,49,0.83,5.3,1.96,1.35,7.6,1.7,8.4,5.4,11.8,10.3,1.47,207.0,28.2
265473924,07/11/14,16,43,-8.235403,51.768173,41,1.03,6.5,1.98,1.54,8.3,1.92,9.6,5.9,12.5,10.0,1.66,199.7,25.1
265477467,07/11/14,16,48,-8.235403,51.768173,48,0.94,5.6,1.95,1.52,7.4,1.79,7.6,5.5,4.9,6.7,1.59,195.9,30.8
265480993,07/11/14,16,54,-8.235403,51.768173,47,0.98,5.6,2.14,1.43,7.5,1.82,8.7,5.5,11.8,11.0,1.59,199.2,29.1
265484503,07/11/14,17,00,-8.235403,51.768173,42,1.06,6.1,2.16,1.71,8.5,2.02,8.5,5.8,11.8,10.6,1.78,198.4,25.4
265488017,07/11/14,17,06,-8.235403,51.768173,45,0.92,5.7,2.07,1.45,8.3,1.82,8.9,5.6,11.1,11.0,1.58,198.2,27.3
265490405,07/11/14,17,12,-8.235403,51.768173,45,0.92,5.9,2.21,1.38,7.7,1.65,9.8,5.7,11.8,11.6,1.55,194.9,28.4
265493939,07/11/14,17,27,-8.235403,51.768173,44,0.86,6.0,1.86,1.38,8.9,1.68,8.3,5.6,14.3,11.3,1.43,198.7,25.8
265497481,07/11/14,17,33,-8.235403,51.768173,43,0.88,6.1,2.16,1.33,8.3,1.63,9.4,5.6,12.5,11.5,1.49,197.6,28.8
265500992,07/11/14,17,39,-8.235403,51.768173,42,0.9,5.9,2.2,1.45,8.1,1.82,8.9,6.1,14.3,13.8,1.62,196.2,27.2
265504516,07/11/14,17,45,-8.235403,51.768173,44,0.92,5.8,2.02,1.39,7.2,1.78,8.5,5.7,7.1,7.6,1.5,199.0,30.0
265508011,07/11/14,17,51,-8.235403,51.768173,51,0.83,5.2,2.07,1.39,7.8,1.78,8.9,5.5,8.7,8.3,1.5,195.1,27.6
265511535,07/11/14,17,56,-8.235403,51.768173,43,0.98,6.0,2.62,1.56,8.6,2.06,8.4,5.9,11.8,10.0,1.65,197.3,27.4
265515052,07/11/14,18,02,-8.235403,51.768173,38,0.96,6.8,1.88,1.42,9.1,1.74,9.1,5.8,15.4,12.6,1.58,196.3,27.7
265518585,07/11/14,18,08,-8.235403,51.768173,41,1.01,6.5,2.24,1.52,8.1,2.0,9.7,6.1,15.4,11.9,1.65,195.4,26.2
265522129,07/11/14,18,14,-8.235403,51.768173,40,0.96,6.7,2.05,1.53,10.0,1.84,12.4,6.4,11.8,13.0,1.68,196.5,26.0
265525663,07/11/14,18,20,-8.235403,51.768173,42,0.96,6.1,1.8,1.49,8.2,1.77,9.4,6.0,15.4,12.3,1.62,196.9,26.8
265529177,07/11/14,18,26,-8.235403,51.768173,35,1.1,7.5,2.35,1.75,10.5,2.11,10.7,7.2,14.3,13.8,1.81,194.3,20.9
265532716,07/11/14,18,32,-8.235403,51.768173,38,0.95,6.8,1.65,1.41,9.6,1.62,9.8,6.2,14.3,13.5,1.58,195.3,27.8
265536219,07/11/14,18,37,-8.235403,51.768173,38,1.03,6.6,2.01,1.56,9.1,1.83,8.3,6.2,12.5,10.5,1.67,199.9,24.8
265539753,07/11/14,18,43,-8.235403,51.768173,45,0.91,5.8,2.38,1.58,7.9,2.03,9.0,6.1,9.5,8.2,1.67,194.2,25.8
265543276,07/11/14,18,49,-8.235403,51.768173,36,0.88,7.0,1.92,1.39,8.6,1.66,9.1,6.1,8.7,8.7,1.48,194.0,29.7
265546791,07/11/14,18,55,-8.235403,51.768173,41,0.88,6.4,2.3,1.43,9.4,1.99,10.9,6.6,14.3,14.3,1.59,198.6,26.7
265550314,07/11/14,19,01,-8.235403,51.768173,34,1.08,7.8,2.01,1.68,11.0,1.93,10.5,6.3,13.3,13.4,1.64,196.4,25.9
265553859,07/11/14,19,07,-8.235403,51.768173,42,0.83,6.3,1.53,1.27,9.1,1.5,11.7,6.1,14.3,14.2,1.43,194.1,27.3
265557392,07/11/14,19,13,-8.235403,51.768173,36,1.16,7.3,2.03,1.62,9.3,1.85,11.8,6.5,14.3,13.8,1.8,197.6,21.6
265560926,07/11/14,19,19,-8.235403,51.768173,42,0.94,6.3,1.84,1.41,8.9,1.76,11.4,6.1,14.3,13.4,1.57,193.7,28.5
265564469,07/11/14,19,24,-8.235403,51.768173,40,0.99,6.6,2.13,1.58,9.2,1.89,8.9,6.1,9.1,9.2,1.59,196.2,25.7
265568012,07/11/14,19,30,-8.235403,51.768173,44,0.75,6.0,1.68,1.17,8.5,1.47,10.3,5.6,16.7,15.1,1.32,198.0,30.0
265571544,07/11/14,19,36,-8.235403,51.768173,38,1.06,6.7,2.94,1.69,8.8,2.31,7.2,6.4,15.4,13.3,1.77,201.1,24.1
265575065,07/11/14,19,42,-8.235403,51.768173,38,0.98,7.0,2.07,1.43,8.9,1.86,10.0,6.6,14.3,14.0,1.61,191.3,20.9
265578590,07/11/14,19,48,-8.235403,51.768173,42,0.91,6.4,2.46,1.52,9.5,2.05,12.3,6.8,15.4,14.9,1.68,195.4,25.7
265582133,07/11/14,19,54,-8.235403,51.768173,38,1.11,6.7,2.24,1.59,8.6,1.99,10.2,6.3,15.4,14.9,1.73,194.7,22.3
265585667,07/11/14,20,00,-8.235403,51.768173,37,1.06,7.0,2.16,1.63,9.7,2.03,11.0,6.8,14.3,14.2,1.73,195.2,19.5
265589211,07/11/14,20,06,-8.235403,51.768173,42,0.9,6.2,1.96,1.38,8.2,1.78,11.1,6.2,12.5,11.7,1.6,194.6,25.1
265592734,07/11/14,20,11,-8.235403,51.768173,40,0.94,6.6,1.94,1.5,9.0,1.8,9.3,6.4,14.3,13.5,1.63,195.9,25.2
265596257,07/11/14,20,17,-8.235403,51.768173,43,0.94,6.0,1.76,1.42,7.9,1.66,8.9,5.8,15.4,13.1,1.58,194.0,27.0
265599800,07/11/14,20,23,-8.235403,51.768173,41,0.88,6.4,2.19,1.35,8.3,1.78,10.2,6.2,18.2,13.5,1.44,197.2,29.0
265603303,07/11/14,20,29,-8.235403,51.768173,43,0.96,6.2,2.38,1.56,7.9,2.01,8.2,6.3,12.5,10.2,1.64,196.1,25.2
265606817,07/11/14,20,35,-8.235403,51.768173,44,0.91,6.1,2.57,1.45,8.0,1.91,7.6,6.0,16.7,13.4,1.55,194.6,27.9
265610361,07/11/14,20,41,-8.235403,51.768173,44,0.93,5.9,2.14,1.43,8.3,1.78,10.5,5.9,15.4,10.1,1.61,191.3,24.1
265613886,07/11/14,20,47,-8.235403,51.768173,37,1.02,6.8,2.35,1.63,8.4,1.94,9.7,6.4,8.7,9.3,1.82,187.2,28.2
265617400,07/11/14,20,52,-8.235403,51.768173,38,0.87,6.8,1.85,1.3,8.4,1.68,9.6,6.1,11.1,10.5,1.37,191.6,25.2
265620945,07/11/14,20,58,-8.235403,51.768173,45,0.8,5.8,1.81,1.28,8.1,1.52,9.6,5.8,6.9,8.0,1.42,194.3,31.7
265624479,07/11/14,21,04,-8.235403,51.768173,41,0.87,6.3,2.12,1.4,8.8,1.82,11.1,6.9,14.3,13.9,1.55,193.8,22.5
265628012,07/11/14,21,10,-8.235403,51.768173,44,0.76,5.9,1.86,1.28,8.2,1.68,11.3,6.9,14.3,12.3,1.46,191.8,22.7
265631535,07/11/14,21,16,-8.235403,51.768173,39,0.85,6.7,1.46,1.2,8.3,1.37,10.3,6.2,18.2,9.9,1.36,196.6,28.2
265635079,07/11/14,21,22,-8.235403,51.768173,36,0.89,6.9,2.61,1.52,10.0,2.13,10.5,7.1,15.4,15.2,1.67,193.3,22.3
265638612,07/11/14,21,28,-8.235403,51.768173,47,0.85,5.6,2.15,1.36,7.9,1.67,10.1,6.0,14.3,13.3,1.51,198.0,30.2
265642144,07/11/14,21,34,-8.235403,51.768173,45,0.71,5.9,1.32,1.11,7.9,1.26,7.2,5.9,13.3,9.0,1.27,196.2,32.1
265645659,07/11/14,21,39,-8.235403,51.768173,41,0.8,6.2,1.6,1.21,7.9,1.46,8.9,6.0,14.3,10.0,1.39,194.9,25.1
265649172,07/11/14,21,45,-8.235403,51.768173,41,0.77,6.4,1.6,1.17,8.7,1.44,7.8,5.9,15.4,13.4,1.31,197.3,32.0
265652706,07/11/14,21,51,-8.235403,51.768173,40,0.85,6.6,1.6,1.36,9.7,1.53,10.2,6.5,15.4,15.3,1.5,201.4,26.8
265656221,07/11/14,21,57,-8.235403,51.768173,39,0.95,6.5,2.2,1.48,8.3,1.8,9.4,6.5,6.1,8.1,1.59,196.5,25.8
265659754,07/11/14,22,03,-8.235403,51.768173,42,0.85,6.3,1.81,1.29,8.9,1.56,7.1,6.2,5.6,6.9,1.46,193.4,31.2
265663298,07/11/14,22,09,-8.235403,51.768173,45,0.77,6.0,1.5,1.2,8.3,1.41,8.8,5.9,15.4,13.8,1.32,200.8,28.5
265666837,07/11/14,22,15,-8.235403,51.768173,38,0.91,6.7,1.67,1.36,9.7,1.57,12.9,6.8,8.3,8.9,1.64,198.6,25.8
265670350,07/11/14,22,21,-8.235403,51.768173,38,0.85,6.9,1.81,1.35,10.7,1.59,9.7,6.8,12.5,13.2,1.49,198.8,24.0
265673862,07/11/14,22,26,-8.235403,51.768173,39,0.92,6.6,1.89,1.42,9.4,1.67,9.2,6.3,14.3,14.1,1.52,196.7,24.4
265677376,07/11/14,22,32,-8.235403,51.768173,38,0.92,6.4,1.95,1.39,8.4,1.76,7.6,6.2,5.0,6.9,1.58,197.9,31.2
265680899,07/11/14,22,38,-8.235403,51.768173,36,0.97,7.3,1.66,1.34,9.0,1.61,9.1,6.1,11.8,11.7,1.49,199.6,29.2
265684423,07/11/14,22,44,-8.235403,51.768173,42,0.86,6.2,1.62,1.3,7.5,1.57,8.4,5.7,14.3,10.2,1.44,199.1,26.8
265687938,07/11/14,22,50,-8.235403,51.768173,39,0.96,6.6,1.97,1.55,9.3,1.73,7.4,6.2,14.3,13.8,1.56,197.4,26.6
265691461,07/11/14,22,56,-8.235403,51.768173,42,0.93,6.3,1.62,1.34,8.7,1.51,9.6,5.9,15.4,9.9,1.49,196.6,27.2
